Output from Varactor Board,,,
"27-Jul-2021, 12:51:23",,,
6.9677,0.97973,-0.46429,0.56538
6.9678,0.97977,-0.4646,0.56537
6.968,0.97982,-0.46491,0.56537
6.9681,0.97986,-0.46521,0.56536
6.9682,0.97991,-0.46552,0.56535
6.9683,0.97996,-0.46583,0.56535
6.9684,0.98,-0.46613,0.56534
6.9685,0.98005,-0.46644,0.56533
6.9687,0.98009,-0.46675,0.56532
6.9688,0.98014,-0.46705,0.56532
6.9689,0.98019,-0.46736,0.56531
6.969,0.98023,-0.46767,0.5653
6.9691,0.98028,-0.46797,0.56529
6.9692,0.98032,-0.46828,0.56529
6.9693,0.98037,-0.46859,0.56528
6.9695,0.98041,-0.46889,0.56527
6.9696,0.98046,-0.4692,0.56526
6.9697,0.98051,-0.46951,0.56525
6.9698,0.98055,-0.46981,0.56525
6.9699,0.9806,-0.47012,0.56524
6.97,0.98064,-0.47043,0.56523
6.9702,0.98069,-0.47073,0.56522
6.9703,0.98073,-0.47104,0.56521
6.9704,0.98078,-0.47134,0.5652
6.9705,0.98082,-0.47165,0.5652
6.9706,0.98087,-0.47196,0.56519
6.9707,0.98091,-0.47226,0.56518
6.9709,0.98096,-0.47257,0.56517
6.971,0.981,-0.47287,0.56516
6.9711,0.98105,-0.47318,0.56515
6.9712,0.98109,-0.47349,0.56514
6.9713,0.98114,-0.47379,0.56513
6.9714,0.98118,-0.4741,0.56513
6.9715,0.98123,-0.4744,0.56512
6.9717,0.98127,-0.47471,0.56511
6.9718,0.98132,-0.47501,0.5651
6.9719,0.98136,-0.47532,0.56509
6.972,0.9814,-0.47562,0.56508
6.9721,0.98145,-0.47593,0.56507
6.9722,0.98149,-0.47623,0.56506
6.9724,0.98154,-0.47654,0.56505
6.9725,0.98158,-0.47684,0.56504
6.9726,0.98163,-0.47715,0.56503
6.9727,0.98167,-0.47745,0.56502
6.9728,0.98171,-0.47776,0.56501
6.9729,0.98176,-0.47806,0.565
6.973,0.9818,-0.47837,0.56499
6.9732,0.98185,-0.47867,0.56498
6.9733,0.98189,-0.47898,0.56497
6.9734,0.98193,-0.47928,0.56496
6.9735,0.98198,-0.47959,0.56495
6.9736,0.98202,-0.47989,0.56494
6.9737,0.98206,-0.4802,0.56493
6.9739,0.98211,-0.4805,0.56492
6.974,0.98215,-0.4808,0.56491
6.9741,0.9822,-0.48111,0.5649
6.9742,0.98224,-0.48141,0.56489
6.9743,0.98228,-0.48172,0.56488
6.9744,0.98233,-0.48202,0.56487
6.9746,0.98237,-0.48232,0.56485
6.9747,0.98241,-0.48263,0.56484
6.9748,0.98245,-0.48293,0.56483
6.9749,0.9825,-0.48324,0.56482
6.975,0.98254,-0.48354,0.56481
6.9751,0.98258,-0.48384,0.5648
6.9752,0.98263,-0.48415,0.56479
6.9754,0.98267,-0.48445,0.56478
6.9755,0.98271,-0.48475,0.56476
6.9756,0.98276,-0.48506,0.56475
6.9757,0.9828,-0.48536,0.56474
6.9758,0.98284,-0.48566,0.56473
6.9759,0.98288,-0.48597,0.56472
6.9761,0.98293,-0.48627,0.56471
6.9762,0.98297,-0.48657,0.56469
6.9763,0.98301,-0.48688,0.56468
6.9764,0.98305,-0.48718,0.56467
6.9765,0.9831,-0.48748,0.56466
6.9766,0.98314,-0.48779,0.56465
6.9768,0.98318,-0.48809,0.56463
6.9769,0.98322,-0.48839,0.56462
6.977,0.98327,-0.48869,0.56461
6.9771,0.98331,-0.489,0.5646
6.9772,0.98335,-0.4893,0.56458
6.9773,0.98339,-0.4896,0.56457
6.9774,0.98343,-0.48991,0.56456
6.9776,0.98348,-0.49021,0.56455
6.9777,0.98352,-0.49051,0.56453
6.9778,0.98356,-0.49081,0.56452
6.9779,0.9836,-0.49111,0.56451
6.978,0.98364,-0.49142,0.5645
6.9781,0.98368,-0.49172,0.56448
6.9783,0.98373,-0.49202,0.56447
6.9784,0.98377,-0.49232,0.56446
6.9785,0.98381,-0.49263,0.56444
6.9786,0.98385,-0.49293,0.56443
6.9787,0.98389,-0.49323,0.56442
6.9788,0.98393,-0.49353,0.5644
6.9789,0.98397,-0.49383,0.56439
6.9791,0.98402,-0.49413,0.56438
6.9792,0.98406,-0.49444,0.56436
6.9793,0.9841,-0.49474,0.56435
6.9794,0.98414,-0.49504,0.56434
6.9795,0.98418,-0.49534,0.56432
6.9796,0.98422,-0.49564,0.56431
6.9798,0.98426,-0.49594,0.56429
6.9799,0.9843,-0.49624,0.56428
6.98,0.98434,-0.49655,0.56427
6.9801,0.98438,-0.49685,0.56425
6.9802,0.98442,-0.49715,0.56424
6.9803,0.98447,-0.49745,0.56422
6.9805,0.98451,-0.49775,0.56421
6.9806,0.98455,-0.49805,0.56419
6.9807,0.98459,-0.49835,0.56418
6.9808,0.98463,-0.49865,0.56417
6.9809,0.98467,-0.49895,0.56415
6.981,0.98471,-0.49925,0.56414
6.9811,0.98475,-0.49955,0.56412
6.9813,0.98479,-0.49986,0.56411
6.9814,0.98483,-0.50016,0.56409
6.9815,0.98487,-0.50046,0.56408
6.9816,0.98491,-0.50076,0.56406
6.9817,0.98495,-0.50106,0.56405
6.9818,0.98499,-0.50136,0.56403
6.982,0.98503,-0.50166,0.56402
6.9821,0.98507,-0.50196,0.564
6.9822,0.98511,-0.50226,0.56399
6.9823,0.98515,-0.50256,0.56397
6.9824,0.98519,-0.50286,0.56395
6.9825,0.98523,-0.50316,0.56394
6.9826,0.98527,-0.50346,0.56392
6.9828,0.98531,-0.50376,0.56391
6.9829,0.98535,-0.50406,0.56389
6.983,0.98539,-0.50436,0.56388
6.9831,0.98542,-0.50466,0.56386
6.9832,0.98546,-0.50496,0.56385
6.9833,0.9855,-0.50526,0.56383
6.9835,0.98554,-0.50555,0.56381
6.9836,0.98558,-0.50585,0.5638
6.9837,0.98562,-0.50615,0.56378
6.9838,0.98566,-0.50645,0.56376
6.9839,0.9857,-0.50675,0.56375
6.984,0.98574,-0.50705,0.56373
6.9842,0.98578,-0.50735,0.56372
6.9843,0.98582,-0.50765,0.5637
6.9844,0.98585,-0.50795,0.56368
6.9845,0.98589,-0.50825,0.56367
6.9846,0.98593,-0.50855,0.56365
6.9847,0.98597,-0.50884,0.56363
6.9848,0.98601,-0.50914,0.56362
6.985,0.98605,-0.50944,0.5636
6.9851,0.98609,-0.50974,0.56358
6.9852,0.98612,-0.51004,0.56356
6.9853,0.98616,-0.51034,0.56355
6.9854,0.9862,-0.51064,0.56353
6.9855,0.98624,-0.51093,0.56351
6.9857,0.98628,-0.51123,0.5635
6.9858,0.98632,-0.51153,0.56348
6.9859,0.98635,-0.51183,0.56346
6.986,0.98639,-0.51213,0.56344
6.9861,0.98643,-0.51242,0.56343
6.9862,0.98647,-0.51272,0.56341
6.9864,0.98651,-0.51302,0.56339
6.9865,0.98654,-0.51332,0.56337
6.9866,0.98658,-0.51362,0.56336
6.9867,0.98662,-0.51391,0.56334
6.9868,0.98666,-0.51421,0.56332
6.9869,0.98669,-0.51451,0.5633
6.987,0.98673,-0.51481,0.56328
6.9872,0.98677,-0.5151,0.56327
6.9873,0.98681,-0.5154,0.56325
6.9874,0.98684,-0.5157,0.56323
6.9875,0.98688,-0.516,0.56321
6.9876,0.98692,-0.51629,0.56319
6.9877,0.98696,-0.51659,0.56318
6.9879,0.98699,-0.51689,0.56316
6.988,0.98703,-0.51718,0.56314
6.9881,0.98707,-0.51748,0.56312
6.9882,0.98711,-0.51778,0.5631
6.9883,0.98714,-0.51807,0.56308
6.9884,0.98718,-0.51837,0.56306
6.9885,0.98722,-0.51867,0.56304
6.9887,0.98725,-0.51896,0.56303
6.9888,0.98729,-0.51926,0.56301
6.9889,0.98733,-0.51956,0.56299
6.989,0.98736,-0.51985,0.56297
6.9891,0.9874,-0.52015,0.56295
6.9892,0.98744,-0.52045,0.56293
6.9894,0.98747,-0.52074,0.56291
6.9895,0.98751,-0.52104,0.56289
6.9896,0.98755,-0.52134,0.56287
6.9897,0.98758,-0.52163,0.56285
6.9898,0.98762,-0.52193,0.56283
6.9899,0.98765,-0.52222,0.56281
6.9901,0.98769,-0.52252,0.56279
6.9902,0.98773,-0.52282,0.56277
6.9903,0.98776,-0.52311,0.56275
6.9904,0.9878,-0.52341,0.56273
6.9905,0.98784,-0.5237,0.56271
6.9906,0.98787,-0.524,0.56269
6.9907,0.98791,-0.52429,0.56267
6.9909,0.98794,-0.52459,0.56265
6.991,0.98798,-0.52488,0.56263
6.9911,0.98801,-0.52518,0.56261
6.9912,0.98805,-0.52548,0.56259
6.9913,0.98809,-0.52577,0.56257
6.9914,0.98812,-0.52607,0.56255
6.9916,0.98816,-0.52636,0.56253
6.9917,0.98819,-0.52666,0.56251
6.9918,0.98823,-0.52695,0.56249
6.9919,0.98826,-0.52725,0.56247
6.992,0.9883,-0.52754,0.56245
6.9921,0.98833,-0.52783,0.56243
6.9922,0.98837,-0.52813,0.56241
6.9924,0.9884,-0.52842,0.56239
6.9925,0.98844,-0.52872,0.56237
6.9926,0.98847,-0.52901,0.56235
6.9927,0.98851,-0.52931,0.56233
6.9928,0.98854,-0.5296,0.5623
6.9929,0.98858,-0.5299,0.56228
6.9931,0.98861,-0.53019,0.56226
6.9932,0.98865,-0.53048,0.56224
6.9933,0.98868,-0.53078,0.56222
6.9934,0.98872,-0.53107,0.5622
6.9935,0.98875,-0.53137,0.56218
6.9936,0.98879,-0.53166,0.56215
6.9938,0.98882,-0.53195,0.56213
6.9939,0.98886,-0.53225,0.56211
6.994,0.98889,-0.53254,0.56209
6.9941,0.98892,-0.53284,0.56207
6.9942,0.98896,-0.53313,0.56205
6.9943,0.98899,-0.53342,0.56202
6.9944,0.98903,-0.53372,0.562
6.9946,0.98906,-0.53401,0.56198
6.9947,0.9891,-0.5343,0.56196
6.9948,0.98913,-0.5346,0.56194
6.9949,0.98916,-0.53489,0.56191
6.995,0.9892,-0.53518,0.56189
6.9951,0.98923,-0.53548,0.56187
6.9953,0.98927,-0.53577,0.56185
6.9954,0.9893,-0.53606,0.56182
6.9955,0.98933,-0.53635,0.5618
6.9956,0.98937,-0.53665,0.56178
6.9957,0.9894,-0.53694,0.56176
6.9958,0.98943,-0.53723,0.56173
6.996,0.98947,-0.53753,0.56171
6.9961,0.9895,-0.53782,0.56169
6.9962,0.98953,-0.53811,0.56166
6.9963,0.98957,-0.5384,0.56164
6.9964,0.9896,-0.5387,0.56162
6.9965,0.98963,-0.53899,0.5616
6.9966,0.98967,-0.53928,0.56157
6.9968,0.9897,-0.53957,0.56155
6.9969,0.98973,-0.53986,0.56153
6.997,0.98977,-0.54016,0.5615
6.9971,0.9898,-0.54045,0.56148
6.9972,0.98983,-0.54074,0.56146
6.9973,0.98987,-0.54103,0.56143
6.9975,0.9899,-0.54132,0.56141
6.9976,0.98993,-0.54162,0.56139
6.9977,0.98996,-0.54191,0.56136
6.9978,0.99,-0.5422,0.56134
6.9979,0.99003,-0.54249,0.56131
6.998,0.99006,-0.54278,0.56129
6.9981,0.99009,-0.54307,0.56127
6.9983,0.99013,-0.54336,0.56124
6.9984,0.99016,-0.54366,0.56122
6.9985,0.99019,-0.54395,0.56119
6.9986,0.99022,-0.54424,0.56117
6.9987,0.99026,-0.54453,0.56115
6.9988,0.99029,-0.54482,0.56112
6.999,0.99032,-0.54511,0.5611
6.9991,0.99035,-0.5454,0.56107
6.9992,0.99038,-0.54569,0.56105
6.9993,0.99042,-0.54598,0.56102
6.9994,0.99045,-0.54627,0.561
6.9995,0.99048,-0.54657,0.56097
6.9997,0.99051,-0.54686,0.56095
6.9998,0.99054,-0.54715,0.56093
6.9999,0.99058,-0.54744,0.5609
7,0.99061,-0.54773,0.56088
7.0001,0.99064,-0.54802,0.56085
7.0002,0.99067,-0.54831,0.56083
7.0003,0.9907,-0.5486,0.5608
7.0005,0.99073,-0.54889,0.56078
7.0006,0.99076,-0.54918,0.56075
7.0007,0.9908,-0.54947,0.56073
7.0008,0.99083,-0.54976,0.5607
7.0009,0.99086,-0.55005,0.56067
7.001,0.99089,-0.55034,0.56065
7.0012,0.99092,-0.55063,0.56062
7.0013,0.99095,-0.55092,0.5606
7.0014,0.99098,-0.55121,0.56057
7.0015,0.99101,-0.5515,0.56055
7.0016,0.99104,-0.55178,0.56052
7.0017,0.99108,-0.55207,0.5605
7.0018,0.99111,-0.55236,0.56047
7.002,0.99114,-0.55265,0.56044
7.0021,0.99117,-0.55294,0.56042
7.0022,0.9912,-0.55323,0.56039
7.0023,0.99123,-0.55352,0.56037
7.0024,0.99126,-0.55381,0.56034
7.0025,0.99129,-0.5541,0.56031
7.0027,0.99132,-0.55439,0.56029
7.0028,0.99135,-0.55468,0.56026
7.0029,0.99138,-0.55496,0.56024
7.003,0.99141,-0.55525,0.56021
7.0031,0.99144,-0.55554,0.56018
7.0032,0.99147,-0.55583,0.56016
7.0034,0.9915,-0.55612,0.56013
7.0035,0.99153,-0.55641,0.5601
7.0036,0.99156,-0.55669,0.56008
7.0037,0.99159,-0.55698,0.56005
7.0038,0.99162,-0.55727,0.56002
7.0039,0.99165,-0.55756,0.56
7.004,0.99168,-0.55785,0.55997
7.0042,0.99171,-0.55814,0.55994
7.0043,0.99174,-0.55842,0.55992
7.0044,0.99177,-0.55871,0.55989
7.0045,0.9918,-0.559,0.55986
7.0046,0.99183,-0.55929,0.55983
7.0047,0.99186,-0.55957,0.55981
7.0049,0.99189,-0.55986,0.55978
7.005,0.99192,-0.56015,0.55975
7.0051,0.99195,-0.56044,0.55972
7.0052,0.99198,-0.56072,0.5597
7.0053,0.99201,-0.56101,0.55967
7.0054,0.99204,-0.5613,0.55964
7.0056,0.99206,-0.56159,0.55961
7.0057,0.99209,-0.56187,0.55959
7.0058,0.99212,-0.56216,0.55956
7.0059,0.99215,-0.56245,0.55953
7.006,0.99218,-0.56273,0.5595
7.0061,0.99221,-0.56302,0.55948
7.0062,0.99224,-0.56331,0.55945
7.0064,0.99227,-0.56359,0.55942
7.0065,0.9923,-0.56388,0.55939
7.0066,0.99232,-0.56417,0.55936
7.0067,0.99235,-0.56445,0.55934
7.0068,0.99238,-0.56474,0.55931
7.0069,0.99241,-0.56503,0.55928
7.0071,0.99244,-0.56531,0.55925
7.0072,0.99247,-0.5656,0.55922
7.0073,0.99249,-0.56588,0.55919
7.0074,0.99252,-0.56617,0.55917
7.0075,0.99255,-0.56646,0.55914
7.0076,0.99258,-0.56674,0.55911
7.0077,0.99261,-0.56703,0.55908
7.0079,0.99264,-0.56731,0.55905
7.008,0.99266,-0.5676,0.55902
7.0081,0.99269,-0.56789,0.55899
7.0082,0.99272,-0.56817,0.55896
7.0083,0.99275,-0.56846,0.55894
7.0084,0.99277,-0.56874,0.55891
7.0086,0.9928,-0.56903,0.55888
7.0087,0.99283,-0.56931,0.55885
7.0088,0.99286,-0.5696,0.55882
7.0089,0.99289,-0.56988,0.55879
7.009,0.99291,-0.57017,0.55876
7.0091,0.99294,-0.57045,0.55873
7.0093,0.99297,-0.57074,0.5587
7.0094,0.993,-0.57102,0.55867
7.0095,0.99302,-0.57131,0.55864
7.0096,0.99305,-0.57159,0.55861
7.0097,0.99308,-0.57188,0.55858
7.0098,0.9931,-0.57216,0.55855
7.0099,0.99313,-0.57245,0.55852
7.0101,0.99316,-0.57273,0.55849
7.0102,0.99319,-0.57302,0.55846
7.0103,0.99321,-0.5733,0.55843
7.0104,0.99324,-0.57358,0.5584
7.0105,0.99327,-0.57387,0.55837
7.0106,0.99329,-0.57415,0.55834
7.0108,0.99332,-0.57444,0.55831
7.0109,0.99335,-0.57472,0.55828
7.011,0.99337,-0.575,0.55825
7.0111,0.9934,-0.57529,0.55822
7.0112,0.99343,-0.57557,0.55819
7.0113,0.99345,-0.57586,0.55816
7.0114,0.99348,-0.57614,0.55813
7.0116,0.9935,-0.57642,0.5581
7.0117,0.99353,-0.57671,0.55807
7.0118,0.99356,-0.57699,0.55804
7.0119,0.99358,-0.57727,0.55801
7.012,0.99361,-0.57756,0.55798
7.0121,0.99364,-0.57784,0.55795
7.0123,0.99366,-0.57812,0.55792
7.0124,0.99369,-0.57841,0.55789
7.0125,0.99371,-0.57869,0.55786
7.0126,0.99374,-0.57897,0.55783
7.0127,0.99377,-0.57925,0.55779
7.0128,0.99379,-0.57954,0.55776
7.013,0.99382,-0.57982,0.55773
7.0131,0.99384,-0.5801,0.5577
7.0132,0.99387,-0.58039,0.55767
7.0133,0.99389,-0.58067,0.55764
7.0134,0.99392,-0.58095,0.55761
7.0135,0.99394,-0.58123,0.55758
7.0136,0.99397,-0.58152,0.55754
7.0138,0.994,-0.5818,0.55751
7.0139,0.99402,-0.58208,0.55748
7.014,0.99405,-0.58236,0.55745
7.0141,0.99407,-0.58264,0.55742
7.0142,0.9941,-0.58293,0.55739
7.0143,0.99412,-0.58321,0.55736
7.0145,0.99415,-0.58349,0.55732
7.0146,0.99417,-0.58377,0.55729
7.0147,0.9942,-0.58405,0.55726
7.0148,0.99422,-0.58433,0.55723
7.0149,0.99425,-0.58462,0.5572
7.015,0.99427,-0.5849,0.55716
7.0152,0.9943,-0.58518,0.55713
7.0153,0.99432,-0.58546,0.5571
7.0154,0.99434,-0.58574,0.55707
7.0155,0.99437,-0.58602,0.55703
7.0156,0.99439,-0.5863,0.557
7.0157,0.99442,-0.58659,0.55697
7.0158,0.99444,-0.58687,0.55694
7.016,0.99447,-0.58715,0.5569
7.0161,0.99449,-0.58743,0.55687
7.0162,0.99452,-0.58771,0.55684
7.0163,0.99454,-0.58799,0.55681
7.0164,0.99456,-0.58827,0.55677
7.0165,0.99459,-0.58855,0.55674
7.0167,0.99461,-0.58883,0.55671
7.0168,0.99464,-0.58911,0.55668
7.0169,0.99466,-0.58939,0.55664
7.017,0.99468,-0.58967,0.55661
7.0171,0.99471,-0.58995,0.55658
7.0172,0.99473,-0.59023,0.55654
7.0173,0.99475,-0.59051,0.55651
7.0175,0.99478,-0.59079,0.55648
7.0176,0.9948,-0.59107,0.55644
7.0177,0.99483,-0.59135,0.55641
7.0178,0.99485,-0.59163,0.55638
7.0179,0.99487,-0.59191,0.55634
7.018,0.9949,-0.59219,0.55631
7.0182,0.99492,-0.59247,0.55628
7.0183,0.99494,-0.59275,0.55624
7.0184,0.99497,-0.59303,0.55621
7.0185,0.99499,-0.59331,0.55618
7.0186,0.99501,-0.59359,0.55614
7.0187,0.99503,-0.59387,0.55611
7.0189,0.99506,-0.59415,0.55608
7.019,0.99508,-0.59443,0.55604
7.0191,0.9951,-0.59471,0.55601
7.0192,0.99513,-0.59498,0.55597
7.0193,0.99515,-0.59526,0.55594
7.0194,0.99517,-0.59554,0.55591
7.0195,0.99519,-0.59582,0.55587
7.0197,0.99522,-0.5961,0.55584
7.0198,0.99524,-0.59638,0.5558
7.0199,0.99526,-0.59666,0.55577
7.02,0.99528,-0.59693,0.55574
7.0201,0.99531,-0.59721,0.5557
7.0202,0.99533,-0.59749,0.55567
7.0204,0.99535,-0.59777,0.55563
7.0205,0.99537,-0.59805,0.5556
7.0206,0.9954,-0.59833,0.55556
7.0207,0.99542,-0.5986,0.55553
7.0208,0.99544,-0.59888,0.55549
7.0209,0.99546,-0.59916,0.55546
7.0211,0.99548,-0.59944,0.55542
7.0212,0.99551,-0.59972,0.55539
7.0213,0.99553,-0.59999,0.55536
7.0214,0.99555,-0.60027,0.55532
7.0215,0.99557,-0.60055,0.55529
7.0216,0.99559,-0.60083,0.55525
7.0217,0.99562,-0.6011,0.55522
7.0219,0.99564,-0.60138,0.55518
7.022,0.99566,-0.60166,0.55515
7.0221,0.99568,-0.60193,0.55511
7.0222,0.9957,-0.60221,0.55507
7.0223,0.99572,-0.60249,0.55504
7.0224,0.99574,-0.60277,0.555
7.0226,0.99577,-0.60304,0.55497
7.0227,0.99579,-0.60332,0.55493
7.0228,0.99581,-0.6036,0.5549
7.0229,0.99583,-0.60387,0.55486
7.023,0.99585,-0.60415,0.55483
7.0231,0.99587,-0.60443,0.55479
7.0232,0.99589,-0.6047,0.55476
7.0234,0.99591,-0.60498,0.55472
7.0235,0.99593,-0.60525,0.55468
7.0236,0.99595,-0.60553,0.55465
7.0237,0.99598,-0.60581,0.55461
7.0238,0.996,-0.60608,0.55458
7.0239,0.99602,-0.60636,0.55454
7.0241,0.99604,-0.60663,0.5545
7.0242,0.99606,-0.60691,0.55447
7.0243,0.99608,-0.60719,0.55443
7.0244,0.9961,-0.60746,0.5544
7.0245,0.99612,-0.60774,0.55436
7.0246,0.99614,-0.60801,0.55432
7.0248,0.99616,-0.60829,0.55429
7.0249,0.99618,-0.60856,0.55425
7.025,0.9962,-0.60884,0.55421
7.0251,0.99622,-0.60911,0.55418
7.0252,0.99624,-0.60939,0.55414
7.0253,0.99626,-0.60966,0.55411
7.0254,0.99628,-0.60994,0.55407
7.0256,0.9963,-0.61021,0.55403
7.0257,0.99632,-0.61049,0.554
7.0258,0.99634,-0.61076,0.55396
7.0259,0.99636,-0.61104,0.55392
7.026,0.99638,-0.61131,0.55389
7.0261,0.9964,-0.61159,0.55385
7.0263,0.99642,-0.61186,0.55381
7.0264,0.99644,-0.61214,0.55377
7.0265,0.99646,-0.61241,0.55374
7.0266,0.99648,-0.61269,0.5537
7.0267,0.9965,-0.61296,0.55366
7.0268,0.99652,-0.61323,0.55363
7.0269,0.99654,-0.61351,0.55359
7.0271,0.99655,-0.61378,0.55355
7.0272,0.99657,-0.61406,0.55351
7.0273,0.99659,-0.61433,0.55348
7.0274,0.99661,-0.6146,0.55344
7.0275,0.99663,-0.61488,0.5534
7.0276,0.99665,-0.61515,0.55336
7.0278,0.99667,-0.61542,0.55333
7.0279,0.99669,-0.6157,0.55329
7.028,0.99671,-0.61597,0.55325
7.0281,0.99672,-0.61624,0.55321
7.0282,0.99674,-0.61652,0.55318
7.0283,0.99676,-0.61679,0.55314
7.0285,0.99678,-0.61706,0.5531
7.0286,0.9968,-0.61734,0.55306
7.0287,0.99682,-0.61761,0.55303
7.0288,0.99684,-0.61788,0.55299
7.0289,0.99685,-0.61816,0.55295
7.029,0.99687,-0.61843,0.55291
7.0291,0.99689,-0.6187,0.55287
7.0293,0.99691,-0.61897,0.55284
7.0294,0.99693,-0.61925,0.5528
7.0295,0.99695,-0.61952,0.55276
7.0296,0.99696,-0.61979,0.55272
7.0297,0.99698,-0.62006,0.55268
7.0298,0.997,-0.62033,0.55264
7.03,0.99702,-0.62061,0.55261
7.0301,0.99704,-0.62088,0.55257
7.0302,0.99705,-0.62115,0.55253
7.0303,0.99707,-0.62142,0.55249
7.0304,0.99709,-0.62169,0.55245
7.0305,0.99711,-0.62197,0.55241
7.0307,0.99712,-0.62224,0.55237
7.0308,0.99714,-0.62251,0.55234
7.0309,0.99716,-0.62278,0.5523
7.031,0.99718,-0.62305,0.55226
7.0311,0.99719,-0.62332,0.55222
7.0312,0.99721,-0.6236,0.55218
7.0313,0.99723,-0.62387,0.55214
7.0315,0.99724,-0.62414,0.5521
7.0316,0.99726,-0.62441,0.55206
7.0317,0.99728,-0.62468,0.55202
7.0318,0.9973,-0.62495,0.55199
7.0319,0.99731,-0.62522,0.55195
7.032,0.99733,-0.62549,0.55191
7.0322,0.99735,-0.62576,0.55187
7.0323,0.99736,-0.62603,0.55183
7.0324,0.99738,-0.6263,0.55179
7.0325,0.9974,-0.62657,0.55175
7.0326,0.99741,-0.62685,0.55171
7.0327,0.99743,-0.62712,0.55167
7.0328,0.99745,-0.62739,0.55163
7.033,0.99746,-0.62766,0.55159
7.0331,0.99748,-0.62793,0.55155
7.0332,0.9975,-0.6282,0.55151
7.0333,0.99751,-0.62847,0.55147
7.0334,0.99753,-0.62874,0.55143
7.0335,0.99755,-0.62901,0.55139
7.0337,0.99756,-0.62928,0.55135
7.0338,0.99758,-0.62954,0.55131
7.0339,0.99759,-0.62981,0.55127
7.034,0.99761,-0.63008,0.55123
7.0341,0.99763,-0.63035,0.55119
7.0342,0.99764,-0.63062,0.55115
7.0344,0.99766,-0.63089,0.55111
7.0345,0.99767,-0.63116,0.55107
7.0346,0.99769,-0.63143,0.55103
7.0347,0.9977,-0.6317,0.55099
7.0348,0.99772,-0.63197,0.55095
7.0349,0.99774,-0.63224,0.55091
7.035,0.99775,-0.63251,0.55087
7.0352,0.99777,-0.63277,0.55083
7.0353,0.99778,-0.63304,0.55079
7.0354,0.9978,-0.63331,0.55075
7.0355,0.99781,-0.63358,0.55071
7.0356,0.99783,-0.63385,0.55067
7.0357,0.99784,-0.63412,0.55063
7.0359,0.99786,-0.63439,0.55059
7.036,0.99787,-0.63465,0.55055
7.0361,0.99789,-0.63492,0.55051
7.0362,0.9979,-0.63519,0.55047
7.0363,0.99792,-0.63546,0.55042
7.0364,0.99793,-0.63573,0.55038
7.0365,0.99795,-0.63599,0.55034
7.0367,0.99796,-0.63626,0.5503
7.0368,0.99798,-0.63653,0.55026
7.0369,0.99799,-0.6368,0.55022
7.037,0.99801,-0.63706,0.55018
7.0371,0.99802,-0.63733,0.55014
7.0372,0.99804,-0.6376,0.5501
7.0374,0.99805,-0.63787,0.55006
7.0375,0.99807,-0.63813,0.55001
7.0376,0.99808,-0.6384,0.54997
7.0377,0.99809,-0.63867,0.54993
7.0378,0.99811,-0.63893,0.54989
7.0379,0.99812,-0.6392,0.54985
7.0381,0.99814,-0.63947,0.54981
7.0382,0.99815,-0.63973,0.54977
7.0383,0.99816,-0.64,0.54972
7.0384,0.99818,-0.64027,0.54968
7.0385,0.99819,-0.64053,0.54964
7.0386,0.99821,-0.6408,0.5496
7.0387,0.99822,-0.64107,0.54956
7.0389,0.99823,-0.64133,0.54952
7.039,0.99825,-0.6416,0.54947
7.0391,0.99826,-0.64187,0.54943
7.0392,0.99827,-0.64213,0.54939
7.0393,0.99829,-0.6424,0.54935
7.0394,0.9983,-0.64266,0.54931
7.0396,0.99832,-0.64293,0.54926
7.0397,0.99833,-0.6432,0.54922
7.0398,0.99834,-0.64346,0.54918
7.0399,0.99836,-0.64373,0.54914
7.04,0.99837,-0.64399,0.5491
7.0401,0.99838,-0.64426,0.54905
7.0403,0.99839,-0.64452,0.54901
7.0404,0.99841,-0.64479,0.54897
7.0405,0.99842,-0.64505,0.54893
7.0406,0.99843,-0.64532,0.54888
7.0407,0.99845,-0.64558,0.54884
7.0408,0.99846,-0.64585,0.5488
7.0409,0.99847,-0.64611,0.54876
7.0411,0.99849,-0.64638,0.54871
7.0412,0.9985,-0.64664,0.54867
7.0413,0.99851,-0.64691,0.54863
7.0414,0.99852,-0.64717,0.54859
7.0415,0.99854,-0.64744,0.54854
7.0416,0.99855,-0.6477,0.5485
7.0418,0.99856,-0.64797,0.54846
7.0419,0.99857,-0.64823,0.54842
7.042,0.99859,-0.64849,0.54837
7.0421,0.9986,-0.64876,0.54833
7.0422,0.99861,-0.64902,0.54829
7.0423,0.99862,-0.64929,0.54824
7.0424,0.99863,-0.64955,0.5482
7.0426,0.99865,-0.64981,0.54816
7.0427,0.99866,-0.65008,0.54812
7.0428,0.99867,-0.65034,0.54807
7.0429,0.99868,-0.6506,0.54803
7.043,0.99869,-0.65087,0.54799
7.0431,0.99871,-0.65113,0.54794
7.0433,0.99872,-0.65139,0.5479
7.0434,0.99873,-0.65166,0.54786
7.0435,0.99874,-0.65192,0.54781
7.0436,0.99875,-0.65218,0.54777
7.0437,0.99876,-0.65245,0.54773
7.0438,0.99878,-0.65271,0.54768
7.044,0.99879,-0.65297,0.54764
7.0441,0.9988,-0.65324,0.54759
7.0442,0.99881,-0.6535,0.54755
7.0443,0.99882,-0.65376,0.54751
7.0444,0.99883,-0.65402,0.54746
7.0445,0.99884,-0.65429,0.54742
7.0446,0.99885,-0.65455,0.54738
7.0448,0.99887,-0.65481,0.54733
7.0449,0.99888,-0.65507,0.54729
7.045,0.99889,-0.65533,0.54724
